미래시나리오순위,학교명,학교급,구,동,학생수,도시개발영향점수,도시개발영향순위,적격성점수,적격성순위,미래시나리오점수,현행운영여부,영향사업수,영향사업목록,lat,lon
57,대전은어송초등학교,초,동구,산내동,836,0.2041,76,0.6406,78,0.5096,,5,옥계동2(4_조합설립); 호동(4_조합설립); 옥계동3(6_입안); 옥계동4(6_입안); 가오동1(3_사업시행),36.3024663,127.4568136
58,대전대문초등학교,초,중구,문화2동,156,0.4013,26,0.5556,118,0.5093,,9,문화동5(9_미정); 문화동7(9_미정); 문화동8(1_공사중); 산성동1(4_조합설립); 산성동2(3_사업시행); 유천동3(4_조합설립); 유천동2(6_입안); 문화동10(6_입안); 유천동2(중복)(6_입안),36.3068833,127.4004173
59,대전석교초등학교,초,중구,석교동,163,0.3534,41,0.5754,109,0.5088,,6,호동(4_조합설립); 문창석교1(5_초기); 옥계동3(6_입안); 석교동(6_입안); 가오동1(3_사업시행); 가오동2(1_공사중),36.3086634,127.4462254
60,대전장대중학교,중,유성구,온천2동,230,0.1656,84,0.655,69,0.5082,,3,장대A(5_초기); 장대B(2_관리처분); 장대C(5_초기),36.3605249,127.3387996
61,대전문창초등학교,초,중구,부사동,117,0.3901,29,0.5504,127,0.5023,,7,대사동1(3_사업시행); 대흥동1(4_조합설립); 대흥2(1_공사중); 부사동4(3_사업시행); 부사동5(9_미정); 문창동2(4_조합설립); 문창석교1(5_초기),36.3173655,127.4338246
62,대전계산초등학교,초,유성구,학하동,708,0.0,126,0.7168,39,0.5018,Y,0,,36.3438972,127.2993032
63,대전정림중학교,중,서구,정림동,138,0.0,126,0.7166,40,0.5016,,0,,36.2935839,127.3609965
64,대전외삼중학교,중,유성구,노은3동,827,0.0,126,0.7135,41,0.4994,,0,,36.3940423,127.3101903
65,문지초등학교,초,유성구,전민동,339,0.0,126,0.7115,43,0.498,,0,,36.395831,127.3994116
66,진잠초등학교,초,유성구,진잠동,287,0.0,126,0.7102,44,0.4971,Y,0,,36.2991072,127.3151578
67,대전대신중학교,중,서구,복수동,438,0.3477,45,0.5607,113,0.4968,,5,산성동2(3_사업시행); 도마·변동9(1_공사중); 도마·변동12(3_사업시행); 복수동2(2_관리처분); 산성동3(6_입안),36.3092541,127.3810682
68,대전용운중학교,중,동구,용운동,405,0.0,126,0.7061,45,0.4943,,0,,36.3253321,127.4650305
69,대전버드내중학교,중,서구,도마1동,771,0.6509,8,0.4265,198,0.4938,,11,산성동2(3_사업시행); 도마·변동4(3_사업시행); 도마·변동5(3_사업시행); 도마·변동6(2_관리처분); 도마·변동6-1(4_조합설립); 도마·변동9(1_공사중); 도마·변동12(3_사업시행); 도마·변동16(4_조합설립); 복수동2(2_관리처분); 산성동3(6_입안); 삼부4(9_미정),36.3167368,127.3832698
70,대전동화중학교,중,유성구,관평동,660,0.0,126,0.705,46,0.4935,,0,,36.4226468,127.3895368
71,대전문화여자중학교,중,중구,문화1동,146,0.2985,54,0.576,107,0.4927,,9,대사동3(9_미정); 문화동5(9_미정); 문화동7(9_미정); 문화동8(1_공사중); 문화2(1_공사중); 유천동1(5_초기); 문화동10(6_입안); 문화동2(9_미정); 문화동6(5_초기),36.3129522,127.4101816
72,대전송강초등학교,초,유성구,구즉동,289,0.0,126,0.7031,47,0.4922,,0,,36.4342453,127.384204
73,중리중학교,중,대덕구,중리동,115,0.1807,80,0.6194,86,0.4878,,4,대화동1(2_관리처분); 대화동4(4_조합설립); 법동2(3_사업시행); 중리주공2(9_미정),36.3665971,127.4274172
74,대전가오초등학교,초,동구,효동,456,0.2153,69,0.604,89,0.4874,,3,판암2(5_초기); 가오동1(3_사업시행); 가오동2(1_공사중),36.3109093,127.4584142
75,대전봉산중학교,중,서구,변동,137,0.331,47,0.5534,121,0.4867,,7,도마·변동1(1_공사중); 도마·변동4(3_사업시행); 변동A(4_조합설립); 내동1(5_초기); 내동2(4_조합설립); 변동B(6_입안); 도마동1(6_입안),36.3304754,127.3735491
76,대전자양초등학교,초,동구,자양동,81,0.4508,19,0.501,161,0.4859,,6,대동4·8(3_사업시행); 중앙1(2_관리처분); 대전역복합2(3_사업시행); 대전역삼성4(2_관리처분); 신안1(5_초기); 가양동1(4_조합설립),36.3335584,127.4428747
77,외삼초등학교,초,유성구,노은3동,580,0.0,126,0.6924,50,0.4847,,0,,36.3928996,127.3105126
78,대전성남초등학교,초,동구,성남동,309,0.6419,9,0.4172,202,0.4846,,10,성남동1(1_공사중); 성남동3(4_조합설립); 대전역삼성4(2_관리처분); 삼성3(5_초기); 삼성6(4_조합설립); 삼성7(5_초기); 홍도동3(6_입안); 가양동5(3_사업시행); 삼성동1(3_사업시행); 홍도동2(3_사업시행),36.3439503,127.4295994
79,대전관평중학교,중,유성구,관평동,796,0.0,126,0.6922,51,0.4845,,0,,36.4245116,127.3876376
80,대전전민중학교,중,유성구,전민동,638,0.0,126,0.6898,52,0.4829,,0,,36.4014675,127.4055557
80,대전지족중학교,중,유성구,노은2동,520,0.0,126,0.6898,52,0.4829,,0,,36.3778461,127.3210215
82,대전도마중학교,중,서구,도마2동,174,0.3836,32,0.5251,146,0.4826,,8,도마·변동4(3_사업시행); 도마·변동5(3_사업시행); 도마·변동6-1(4_조합설립); 도마·변동12(3_사업시행); 도마·변동13(3_사업시행); 도마·변동16(4_조합설립); 변동B(6_입안); 도마동1(6_입안),36.3188315,127.3718715
83,대전동산중학교,중,중구,문화1동,267,0.38,34,0.5264,145,0.4825,,13,문화동5(9_미정); 문화동7(9_미정); 문화동8(1_공사중); 문화2(1_공사중); 유천동1(5_초기); 유천동3(4_조합설립); 유천동2(6_입안); 문화동10(6_입안); 유천동2(중복)(6_입안); 문화동2(9_미정); 문화동6(5_초기); 태평동3(6_입안); 오류동삼성(9_미정),36.3153785,127.4051186
84,대전체육중학교,중,유성구,원신흥동,135,0.0,126,0.6886,54,0.482,,0,,36.3362651,127.3423687
85,대전가양초등학교,초,동구,가양1동,386,0.6649,6,0.4034,205,0.4818,,9,성남동1(1_공사중); 성남동3(4_조합설립); 중앙1(2_관리처분); 대전역복합2(3_사업시행); 대전역삼성4(2_관리처분); 가양동1(4_조합설립); 자양동2(4_조합설립); 가양동3(6_입안); 가양동5(3_사업시행),36.3421995,127.4405406
86,가수원중학교,중,서구,가수원동,143,0.0,126,0.6851,55,0.4796,,0,,36.2982823,127.3548124
87,한밭여자중학교,중,동구,대동,372,0.1293,88,0.6282,81,0.4785,,3,대동4·8(3_사업시행); 신안1(5_초기); 신흥동5(5_초기),36.3299454,127.4489263
88,대전삼성초등학교,초,동구,삼성동,126,0.7315,3,0.3679,211,0.477,,10,중앙1(2_관리처분); 대전역복합2(3_사업시행); 대전역삼성4(2_관리처분); 삼성1(3_사업시행); 삼성3(5_초기); 삼성6(4_조합설립); 선화2(2_관리처분); 은행1(3_사업시행); 홍도동3(6_입안); 삼성동1(3_사업시행),36.3371425,127.4289027
89,대전동서초등학교,초,동구,삼성동,152,0.5965,12,0.4254,199,0.4767,,10,삼성1(3_사업시행); 삼성3(5_초기); 삼성5(4_조합설립); 삼성6(4_조합설립); 삼성7(5_초기); 선화2(2_관리처분); 은행1(3_사업시행); 홍도동3(6_입안); 삼성동1(3_사업시행); 홍도동2(3_사업시행),36.3410683,127.4225243
90,보문중학교,중,동구,삼성동,248,0.4323,21,0.4945,165,0.4758,,9,삼성1(3_사업시행); 삼성3(5_초기); 삼성5(4_조합설립); 삼성6(4_조합설립); 삼성7(5_초기); 선화1-A(5_초기); 선화2(2_관리처분); 은행1(3_사업시행); 삼성동1(3_사업시행),36.3365961,127.4239609
91,대전송림초등학교,초,유성구,노은2동,184,0.0,126,0.6793,56,0.4755,,0,,36.3888958,127.3323062
92,대전하기중학교,중,유성구,노은2동,494,0.0,126,0.6757,57,0.473,,0,,36.3858474,127.3223229
93,대전삼육초등학교,초,서구,도마2동,511,0.4703,17,0.4737,176,0.4727,,6,도마·변동6-1(4_조합설립); 도마·변동9(1_공사중); 도마·변동12(3_사업시행); 도마·변동13(3_사업시행); 복수동2(2_관리처분); 정림동1(5_초기),36.3115181,127.3727877
94,대전교촌초등학교,초,유성구,진잠동,279,0.0,126,0.6735,58,0.4714,,0,,36.306002,127.3167901
95,대전수미초등학교,초,서구,정림동,61,0.0,126,0.672,59,0.4704,,0,,36.2953352,127.3615389
96,대전문화초등학교,초,중구,문화2동,200,0.6028,11,0.4133,203,0.4702,,12,문화동5(9_미정); 문화동7(9_미정); 문화동8(1_공사중); 문화2(1_공사중); 산성동1(4_조합설립); 산성동2(3_사업시행); 유천동1(5_초기); 유천동3(4_조합설립); 산성동3(6_입안); 유천동2(6_입안); 문화동10(6_입안); 유천동2(중복)(6_입안),36.3113812,127.3969643
97,대전두리초등학교,초,유성구,구즉동,491,0.0,126,0.6653,63,0.4657,,0,,36.428809,127.3820834
98,대전관평초등학교,초,유성구,관평동,414,0.0,126,0.665,64,0.4655,,0,,36.4245116,127.3876376
99,대전수정초등학교,초,유성구,노은1동,146,0.0,126,0.6648,65,0.4654,,0,,36.3661138,127.3134568
100,대전배울초등학교,초,유성구,관평동,568,0.0,126,0.6645,66,0.4651,,0,,36.4218889,127.3841009
101,대전구봉중학교,중,서구,관저2동,687,0.0,126,0.6632,67,0.4642,,0,,36.3004178,127.3301551
102,회덕초등학교,초,대덕구,회덕동,112,0.1003,94,0.6198,85,0.464,,3,대화동4(4_조합설립); 법동2(3_사업시행); 중리주공2(9_미정),36.374445,127.4214085
103,대전보성초등학교,초,중구,문화2동,190,0.4364,20,0.4751,175,0.4635,,8,문화동8(1_공사중); 산성동1(4_조합설립); 산성동2(3_사업시행); 유천동3(4_조합설립); 산성동3(6_입안); 유천동2(6_입안); 문화동10(6_입안); 유천동2(중복)(6_입안),36.3066382,127.3964886
104,대덕중학교,중,유성구,신성동,529,0.0228,123,0.6469,75,0.4597,,1,도룡동2(5_초기),36.3791884,127.3771598
105,대덕초등학교도룡분교장,초,유성구,신성동,60,0.0,126,0.6543,70,0.458,,0,,36.3787207,127.3913403
106,대전대정초등학교,초,유성구,진잠동,260,0.0,126,0.6532,71,0.4572,,0,,36.3152767,127.3232795
107,대전동화초등학교,초,유성구,관평동,688,0.0,126,0.6515,72,0.456,,0,,36.4226468,127.3895368
108,대전대화중학교,중,대덕구,오정동,205,0.2203,66,0.5561,117,0.4554,,5,대화동1(2_관리처분); 대화동2(3_사업시행); 대화동3(5_초기); 대화동4(4_조합설립); 소라(9_미정),36.3615056,127.4144954
109,대전대신초등학교,초,중구,대사동,44,0.3018,51,0.5199,149,0.4545,,6,대사동1(3_사업시행); 대사동3(9_미정); 대사동4(9_미정); 대흥동1(4_조합설립); 대흥2(1_공사중); 부사동4(3_사업시행),36.3156991,127.4208517
110,대전하기초등학교,초,유성구,노은2동,348,0.0,126,0.6488,73,0.4542,,0,,36.388574,127.3215859
111,대전용운초등학교,초,동구,용운동,442,0.0,126,0.6484,74,0.4539,,0,,36.3262366,127.4637546
112,대전법동중학교,중,대덕구,법2동,364,0.057,108,0.6235,82,0.4536,,2,법동2(3_사업시행); 중리주공2(9_미정),36.3667155,127.4333447
113,대전비래초등학교,초,대덕구,비래동,217,0.0564,111,0.6206,83,0.4513,,2,비래동2(6_입안); 비래동3(6_입안),36.361626,127.4512659
114,대전매봉중학교,중,대덕구,송촌동,656,0.057,108,0.6189,87,0.4503,,2,법동2(3_사업시행); 중리주공2(9_미정),36.3693507,127.4360113
115,대전노은중학교,중,유성구,노은1동,803,0.0,126,0.641,76,0.4487,,0,,36.369988,127.3243216
116,대전전민초등학교,초,유성구,전민동,985,0.0,126,0.6409,77,0.4486,,0,,36.3985633,127.4069267
117,대전태평중학교,중,중구,태평1동,532,0.3062,50,0.5075,156,0.4471,,10,용두동2(2_관리처분); 태평동2(4_조합설립); 오류동1(3_사업시행); 가장동1(6_입안); 태평동3(6_입안); 태평동5(2_관리처분); 태평동6(9_미정); 태평동7(9_미정); 태평동8(9_미정); 삼부4(9_미정),36.3294894,127.3973928
118,대전신평초등학교,초,중구,태평2동,314,0.7976,2,0.2939,224,0.445,,12,도마·변동1(1_공사중); 도마·변동2(4_조합설립); 도마·변동3(2_관리처분); 도마·변동4(3_사업시행); 도마·변동5(3_사업시행); 도마·변동6(2_관리처분); 가장동1(6_입안); 태평동5(2_관리처분); 태평동6(9_미정); 태평동7(9_미정); 태평동8(9_미정); 삼부4(9_미정),36.3234302,127.3897213
119,대전대암초등학교,초,동구,판암2동,91,0.1174,91,0.5835,103,0.4437,,3,판암2(5_초기); 판암6(5_초기); 신흥동5(5_초기),36.323431,127.4571693
120,대전봉우중학교,중,서구,관저2동,729,0.0,126,0.6329,79,0.443,,0,,36.2987466,127.3326745
121,대전도안중학교,중,서구,도안동,941,0.0,126,0.6322,80,0.4425,,0,,36.3181204,127.3451717
122,대덕초등학교,초,유성구,신성동,641,0.0255,122,0.6203,84,0.4419,,1,도룡동2(5_초기),36.3850882,127.3817273
123,대전신계중학교,중,서구,복수동,536,0.0897,99,0.5909,99,0.4405,,1,복수동2(2_관리처분),36.3019711,127.377418
124,대전판암초등학교,초,동구,판암1동,285,0.0701,101,0.5977,93,0.4394,,2,판암2(5_초기); 판암6(5_초기),36.3159027,127.4605179
125,유성초등학교,초,유성구,온천2동,108,0.2183,67,0.5307,142,0.437,,3,장대A(5_초기); 장대B(2_관리처분); 장대C(5_초기),36.3624162,127.3337025
126,대전경덕중학교,중,대덕구,오정동,227,0.1249,89,0.5639,111,0.4322,,5,삼성5(4_조합설립); 삼성7(5_초기); 오정동1(9_미정); 홍도동3(6_입안); 홍도동2(3_사업시행),36.349831,127.4230613
127,대전복수초등학교,초,서구,복수동,702,0.429,23,0.4309,195,0.4303,,5,도마·변동9(1_공사중); 도마·변동12(3_사업시행); 도마·변동13(3_사업시행); 복수동2(2_관리처분); 정림동1(5_초기),36.3082137,127.3768451
128,대전송촌중학교,중,대덕구,송촌동,739,0.0488,113,0.5921,95,0.4291,,3,송촌동1(6_입안); 비래동2(6_입안); 비래동3(6_입안),36.3639866,127.4433377
129,대전장대초등학교,초,유성구,온천2동,315,0.2183,67,0.5187,150,0.4286,,3,장대A(5_초기); 장대B(2_관리처분); 장대C(5_초기),36.3615475,127.3395598
130,대전도마초등학교,초,서구,도마1동,451,0.3673,38,0.4534,182,0.4276,,7,도마·변동4(3_사업시행); 도마·변동6-1(4_조합설립); 도마·변동16(4_조합설립); 변동A(4_조합설립); 내동1(5_초기); 변동B(6_입안); 도마동1(6_입안),36.3242933,127.3719168
131,대전동광초등학교,초,동구,자양동,112,0.1814,79,0.5323,141,0.427,,3,대동4·8(3_사업시행); 가양동1(4_조합설립); 자양동2(4_조합설립),36.3372049,127.4499
132,대전중앙중학교,중,중구,중촌동,276,0.2531,61,0.4996,163,0.4256,,6,삼성1(3_사업시행); 삼성3(5_초기); 삼성5(4_조합설립); 삼성7(5_초기); 선화2(2_관리처분); 중촌시영(9_미정),36.3381487,127.4151938
133,대전내동초등학교,초,서구,내동,705,0.698,5,0.3025,223,0.4212,,10,도마·변동1(1_공사중); 도마·변동2(4_조합설립); 도마·변동3(2_관리처분); 도마·변동4(3_사업시행); 변동A(4_조합설립); 내동1(5_초기); 내동2(4_조합설립); 변동B(6_입안); 가장동1(6_입안); 도마동1(6_입안),36.3311179,127.3792468
134,대전관저중학교,중,서구,관저1동,828,0.0,126,0.5997,91,0.4198,,0,,36.3056354,127.3397644
135,대전느리울중학교,중,서구,관저2동,760,0.0,126,0.5989,92,0.4192,,0,,36.2973786,127.3395222
136,대전문성초등학교,초,중구,산성동,108,0.3945,27,0.4284,196,0.4182,,7,산성동1(4_조합설립); 산성동2(3_사업시행); 유천동3(4_조합설립); 도마·변동9(1_공사중); 산성동3(6_입안); 유천동2(6_입안); 유천동2(중복)(6_입안),36.3088516,127.3904473
137,대전원신흥초등학교,초,유성구,원신흥동,243,0.0,126,0.5962,94,0.4173,,0,,36.3409794,127.3425185
138,대전중원초등학교,초,대덕구,중리동,228,0.2136,71,0.5045,159,0.4172,,4,대화동1(2_관리처분); 대화동4(4_조합설립); 법동2(3_사업시행); 중리주공2(9_미정),36.3656424,127.4275356
138,대전중학교,중,중구,대흥동,299,0.3169,49,0.4602,179,0.4172,,8,대사동1(3_사업시행); 대사동3(9_미정); 대사동4(9_미정); 대흥동1(4_조합설립); 대흥2(1_공사중); 부사동4(3_사업시행); 선화1-A(5_초기); 문창동2(4_조합설립),36.3209574,127.4254236
140,대전글꽃중학교,중,중구,문화1동,890,0.3497,43,0.445,189,0.4164,,11,대사동3(9_미정); 문화동5(9_미정); 문화동7(9_미정); 문화동8(1_공사중); 문화2(1_공사중); 오류동1(3_사업시행); 유천동1(5_초기); 문화동2(9_미정); 문화동6(5_초기); 태평동3(6_입안); 오류동삼성(9_미정),36.3186225,127.4086577
141,대전대룡초등학교,초,동구,용운동,267,0.0927,97,0.5535,120,0.4153,,1,대동4·8(3_사업시행),36.3299141,127.4558657
142,대전용산초등학교,초,유성구,관평동,1126,0.0,126,0.5918,96,0.4143,,0,,36.4201335,127.3950763
143,봉암초등학교,초,유성구,온천2동,37,0.0,126,0.5914,97,0.414,,0,,36.3640974,127.3476616
144,대전법동초등학교,초,대덕구,법2동,289,0.0639,103,0.5591,115,0.4105,,2,법동2(3_사업시행); 중리주공2(9_미정),36.3693345,127.4325902
145,대전송촌초등학교,초,대덕구,송촌동,531,0.0905,98,0.5451,133,0.4087,,3,송촌동1(6_입안); 비래동2(6_입안); 비래동3(6_입안),36.3648913,127.4440778
146,대전중리초등학교,초,대덕구,법1동,360,0.2136,71,0.4894,171,0.4067,,4,대화동1(2_관리처분); 대화동4(4_조합설립); 법동2(3_사업시행); 중리주공2(9_미정),36.3675607,127.4272541
147,대전반석초등학교,초,유성구,노은3동,1030,0.0,126,0.5782,105,0.4047,,0,,36.3899585,127.3131023
148,유성중학교,중,유성구,상대동,892,0.0,126,0.5772,106,0.404,,0,,36.34583,127.3347128
